нема́лый,considerable,,,
непра́вильно,incorrectly,,,
непра́вильный,incorrect,,,
нищета́,poverty,,,
обстоя́ть (i),to be,Как обстоит дело? How’s it going?,,
общежи́тие,hostel,,,
определе́ние,definition,,,
ора́тор,"orator, speaker",,,
осторо́жный,"careful, cautious",,,
отража́ться/отрази́ться,to be reflected,"p отражусь, отразишься",,
охраня́ть/охрани́ть (+a),to guard,i охраняю,,
оча́г,hearth,g sg очага,,
переноси́ть/перенести́ (+a),"to transfer, carry over / postpone","i переношу, переносишь / p перенесу, перенесёшь, past перенёс, перенесла",,
повсю́ду,everywhere,,,
подпо́льный,underground (adj),,,
по́лдень (m),midday,g полудня,,
порыва́ть/порва́ть (+a),to tear / break off,"p порву, порвёшь, f past порвала / порвать отношения с кем-нибудь to break off relations with s.o.",,
поруче́ние,"commission, errand",,,
посреди́ (+g),in the middle (of),,,
тре́боваться/по-,"to be necessary, be needed",i: требуется / p потребуется,,
предстоя́щий,"forthcoming, imminent",,,
привлека́ть/привле́чь (+a),to attract,"p привлеку, привлечёшь, привлекут, past привлёк, привлекла",,
прова́ливаться/провали́ться,to fall through / (coll) fail (exam) / (coll) vanish,"p провалюсь, провалишься",,
происше́ствие,"incident, occurrence",,,
пу́сто,(it’s) empty / emptily,В комнате пусто The room is empty,,
пустота́,emptiness,,,
реши́мость (f),"determination, resoluteness",,,
рожда́ть/роди́ть (+a),to give birth,"p рожу, родишь, f past родила / рож(д)ать i",,
свобо́дно,freely,,,
свяще́нный,"holy, sacred",,,
сме́лость (f),"bravery, courage",,,
текст,text,,,
това́рный,goods (adj),товарный знак trade mark,,
тури́ст,tourist / hiker,,,
уби́йство,murder,,,
убы́ток,loss,,,
укла́дывать/уложи́ть (+a),"to lay (down) / pack, stack","p уложу, уложишь",,
упражне́ние,exercise,,,
цивилиза́ция,civilization,,,
чин,rank,nom pl чины,,
шевели́ться/по-,to stir,p: по-/шевельнуться,,
авто́бус,bus,,,
бесспо́рно,indisputably,,,
бесстра́шный,fearless,,,
благода́рность (f),gratitude,,,
брю́ки (pl),trousers,g pl брюк,,
вождь (m),leader,g sg вождя,,
вспы́шка,flash,g pl вспышек,,
вытека́ть/вы́течь,to flow out,"i Отсюда вытекает, что ... It follows from this that...",,
гла́дкий,smooth,,,
гру́бо,coarsely,,,
дави́ть (i) (на +a),"to press, put pressure on","i давлю, давишь",,
двадца́тый,twentieth,,,
дели́ться/раз- (на +a),to be divided (into),"i делюсь, делишься",,
де́скать,"(indicating reported speech) ‘he said’, ‘they said’ etc. (coll)","Он, дескать, женился I heard he’d got married",,
дрянь (f),rubbish (coll),,,
за́втрак,breakfast,,,
замеча́ние,remark,,,
зе́лень (f),greenery,,,
нагля́дный,"clear, graphic",,,
нагру́зка,load / workload,,,
на́добность (f),"necessity, need",,,
недо́лго,not (for) long,,,
недосту́пный,inaccessible,,,
незави́симо,independently,,,
нея́сный,unclear,,,
нуль (m),zero,g sg нуля,,
ограни́ченный,limited,,,
осма́тривать/осмотре́ть (+a),"to examine / look round (sth), inspect","p осмотрю, осмотришь",,
отверга́ть/отве́ргнуть (+a),to reject,,,
пи́во,beer,,,
побере́жье,coast,,,
пода́льше,a little further (coll),,,
ползти́/по-,to crawl,"i ползу, ползёшь, past полз, ползла",,
прибега́ть/прибе́гнуть (к +d),to run to / resort to,p also прибежать  |  прибегнуть - to resort to / прибежать - to run to,,
проти́вный,disgusting,,,
пуши́стый,"fluffy, downy",,,
пы́шный,luxuriant,,,
разби́тый,broken,,,
сбо́ку,from the side,,,
вали́ться/с-,to fall down,p свалишься / валиться i/сваливаться i,,
симпа́тия (к +d),liking (for s.o.),,,
ска́зочный,fairy-tale (adj),,,
сла́бо,weakly,,,
сла́дко,sweetly,,,
справедли́во,"justly, fairly / correctly",,,
ста́лкиваться/столкну́ться (с +inst),to collide with,,,
сторо́нник,supporter,,,
типи́чный,typical,,,
тону́ть/по-/у-,to sink / drown,"i тону, тонешь / по-/у- p",,
трамва́й,"tram, streetcar",,,
тротуа́р,"pavement, sidewalk",,,
увлека́ться/увле́чься (+inst),to be keen on,,,
уводи́ть/увести́ (+a от +g),to lead away,"i увожу, уводишь / p уведу, уведёшь, past увёл, увела",,
хор,chorus / choir,nom pl хоры,,
че́тверо,"four, foursome",У них четверо детей They have four children,,
чистота́,cleanliness / purity,,,
бо́сой,barefoot,,,
верте́ть/по-,to twirl,"i верчу, вертишь",,
всходи́ть/взойти́ (на +a),to ascend,"p взойду, взойдёшь, past взошёл, взошла / всходить i/восходить i",,
вме́шиваться/вмеша́ться (в +a),to interfere (in),,,
во́льный,free,,,
воротни́к,collar,g sg воротника,,
вы́думка,"invention / fabrication, lie",g pl выдумок,,
выслу́шивать/вы́слушать (+a),to hear (s.o.) out,,,
выставля́ть/вы́ставить (+a),"to display, put forward","i выставляю / p выставлю, выставишь",,
грусть (f),sadness,,,
дава́ться/да́ться (+d),"to be given / come easily (to s.o.), be learnt easily","i даётся / p дамся, дашься, дастся, дадимся, дадитесь, дадутся, past дался, далась",,
да́та,date,,,
диплома́т,diplomat / attaché-case,,,
еди́нственно,only,,,
жать/с- (+a),to squeeze / to harvest,"squeeze: жму, жмёшь / harvest: жну, жнёшь",,
жу́лик,petty thief / cheat,,,
за́втрашний,tomorrow’s,,,
звене́ть/за-,to ring / (+inst) jingle,"i звеню, звенишь",,
игру́шка,toy,g pl игрушек,,
излага́ть/изложи́ть (+a),"to set out, expound, put in words","p изложу, изложишь",,
исправля́ть/испра́вить (+a),to correct,"p исправлю, исправишь",,
кафе́ (n) (indecl),café,,,
ка́ша,"kasha (porridge made of buckwheat, semolina or oatmeal)",,,
коллекти́вный,collective,,,
конто́ра,office,,,
маршру́т,route,,,
могу́щество,"power, might",,,
наде́лать (р) (+g),to make / (coll) to do,наделать глупостей to do a lot of stupid things,,
нару́жу,outside,,,
неви́данный,unprecedented,,,
невысо́кий,"low, short",,,
недоста́точный,insufficient,,,
незначи́тельный,insignificant,,,
необы́чный,unusual,,,
неподви́жно,"motionlessly, still",,,
не́рвный,nervous,,,
ничу́ть,not in the least (coll),,,
но́жка,"leg / stem (of wineglass, mushroom)",g pl ножек,,
облегча́ть/облегчи́ть (+a),to lighten / simplify / make easier,,,
обрыва́ть/оборва́ть (+a),to tear off / interrupt,"p оборву, оборвёшь, f past оборвала",,
обраба́тывать/обрабо́тать (+a),"to process, work on",,,
о́бувь (f),footwear,no pl,,
ожида́ние,waiting / expectation,,,
опо́ра,support,,,
отде́льно,separately,,,
отбира́ть/отобра́ть (+a),to take away / select,"p отберу, отберёшь, f past отобрала",,
отрыва́ться/оторва́ться (от +g),"to be torn off, break away","p оторвусь, оторвёшься, past оторвался, оторвалась",,
отрица́тельный,negative,,,
отча́янный,desperate,,,
очути́ться (р),to find oneself,"no 1st pers sg, очутишься / no i",,
пе́сенка,song,g pl песенок,,
побо́льше,a bit more,,,
быть/по-,to stay for a while,"p побуду, побудешь, past побыл, побыла, побыло",,
подска́зывать/подсказа́ть (+a),"to prompt, suggest","p подскажу, подскажешь",,
сове́товаться/по- (с +inst),to consult (s.o.),p советуюсь,,
прете́нзия,claim,,,
проезжа́ть/прое́хать,to drive through or past,"p проеду, проедешь",,
развива́ть/разви́ть (+a),to develop,"p разовью, разовьёшь, past развил, развила, развило",,
разруша́ть/разру́шить (+a),"to destroy, ruin",,,
рассмотре́ние,"examination, scrutiny",,,
реве́ть/за-,"to roar, howl","i реву, ревёшь",,
рекомендова́ть (i/p) (+a),to recommend,рекомендую,,
риск,risk,,,
ру́копись (f),manuscript,,,
ручно́й,hand (adj) / tame,,,
ра́ма,frame,,,
сдава́ться/сда́ться,"to surrender, give up","i сдаюсь, сдаёшься / p сдамся, сдашься, сдастся, сдадимся, сдадитесь, сдадутся, f past сдалась",,
скры́тый,hidden,,,
согла́сие,agreement,,,
сходи́ться/сойти́сь,to meet / form a liaison with / agree,"i схожусь, сходишься / p сойдёмся, past сошлись",,
со́лнышко,sun (dim),,,
страда́ние,suffering,,,
схо́дство,similarity,,,
сы́тый,"replete, full","short forms сыт, сыта, сыты",,
убеди́тельно,"convincingly, earnestly",,,
уби́йца (m/f),murderer,,,
уде́рживаться/удержа́ться,to stand firm / restrain os,"p удержусь, удержишься",,
укрепля́ть/укрепи́ть (+a),to strengthen,"i укрепляю / p укреплю, укрепишь",,
уноси́ть/унести́ (+a),to carry away,"i уношу, уносишь / p унесу, унесёшь, past унёс, унесла",,
упря́мо,stubbornly,,,
услу́га,"service, favour",,,
храм,"temple, church",,,
ча́стый,frequent,,,
яйцо́,egg,"nom pl яйца, g pl яиц, d pl яйцам",,
блю́до,"dish, course (of meal)",,,
вероя́тность (f),probability,по всей вероятности in all probability,,
ветеро́к,breeze,,,
трудя́щийся,labouring (participle),трудящиеся the working people,,
мело́дия,melody,,,
поса́дка,boarding (of plane etc.) / landing / planting,g pl посадок,,
са́ло,"fat, lard",,,
устра́иваться/устро́иться,to make arrangements / settle down / get a job / work out well,,,
хи́мия,chemistry,,,
выть/за-,to howl,"i вою, воешь",,
самостоя́тельность (f),independence,,,
старичо́к,(little) old man,,,
тенде́нция,tendency,,,
засто́й,stagnation,,,
юбиле́й,"jubilee, anniversary",,,
администрати́вный,administrative,,,
перча́тка,glove (with fingers),g pl перчаток,,
разду́мье,"meditation, thought",,,
большеви́к,Bolshevik,g sg большевика,,
хозя́йственный,economic,,,
хими́ческий,chemical,,,
табли́ца,table (of figures),,,
фаши́ст,Fascist,,,
лесно́й,forest (adj) / forestry (adj),,,
металли́ческий,metallic,,,
резе́рв,reserve,иметь в резерве to have in reserve / экономические резервы economic reserves,,
винто́вка,rifle,g pl винтовок,,
а́том,atom,,,
констру́кция,construction,,,
совхо́з,"state farm, sovkhoz",,,
органи́ческий,organic,,,
мате́рия,matter,,,
фунда́мент,foundation,,,
части́ца,small part / particle,,,
чертёж,technical drawing,g sg чертежа,,
строе́ние,construction,,,
сырьё,raw material(s),no pl,,
гва́рдия,Guards,,,
паке́т,packet / bag (paper or plastic),,,
пистоле́т,pistol,,,
социалисти́ческий,socialist,,,
отря́д,detachment (organized group of soldiers or workers),,,
па́луба,deck (of a ship),,,
артилле́рия,artillery,,,
объедине́ние,"union, association",,,
я́дерный,nuclear,,,
буржуа́зный,bourgeois,,,
партиза́н,partisan,,,
технологи́ческий,technological,,,
фи́зика,physics,,,
научно-иссле́довательский,scientific-research (adj),научно-исследовательский институт (НИИ) research institute,,
гео́лог,geologist,,,
дрова́ (n) (pl),firewood,g pl дров,,
италья́нский,Italian (adj),,,
диктату́ра,dictatorship,,,
маши́нный,machine (adj),,,
разве́дчик,"secret agent / scout, prospector",,,
академи́ческий,academic,,,
отка́зывать/отказа́ть (+d в +pr),to refuse (s.o. sth),"p откажу, откажешь",,
се́тка,net / string-bag,g pl сеток,,
сменя́ться/смени́ться,to be replaced,"i сменяется / p сменюсь, сменишься",,
со́вестно (+d),ashamed,Ему было совестно Не was ashamed,,
соло́ма,straw,,,
сопе́рник,rival,,,
таково́й,such,как таковой as such,,
телегра́ф,telegraph,,,
формирова́ние,formation,,,
юриди́ческий,"legal, law (adj)",,,
ба́нка,"jar, can",g pl банок / банка пива can of beer,,
авиа́ция,aviation,,,
актуа́льный,topical,,,
аристокра́тия,aristocracy,,,
ба́ржа,barge,,,
батальо́н,battalion,,,
башка́ (very coll),head,no g pl,,
богаты́рь (m),"bogatyr, hero",g sg богатыря,,
боти́нок,(low) boot,g pl ботинок,,
ваго́нчик,"small wagon, coach",,,
промежу́ток,"interval / space, gap",промежуток времени period of time,,
бето́н,concrete,,,
горя́щий,burning (adj),,,
дипло́м,"diploma, degree",,,
конститу́ция,constitution,,,
листва́,foliage,,,
медь (f),copper (noun),,,
не́ту (+g),there isn’t / aren’t (= нет) (coll),Времени нету I’ve got no time,,
обыкнове́нно,usually,,,
про́волока,wire,колючая проволока barbed wire,,
путеше́ственник,traveller,,,
фу́нкция,function,,,
аге́нтство,agency,,,
бульва́р,avenue,,,
га́зовый,gas (adj),газовая плита gas stove,,
изда́тель (m),publisher,,,
кабы́,if (coll),,,
кно́пка,"button, knob / drawing-pin",g pl кнопок,,
ку́рица,hen,"nom pl куры, g pl кур",,
ве́точка,"twig, sprig",g pl веточек,,
взаимоде́йствие,interaction,,,
взволно́ванно,anxiously,,,
вздох,sigh,,,
вла́жный,damp,,,
вози́ться (i) (с +inst),to fiddle (with),"i вожусь, возишься",,
отводи́ть/отвести́ (+a),to take aside,"i отвожу, отводишь / p отведу, отведёшь, past отвёл, отвела",,
вплотну́ю (к),close up (to),,,
всма́триваться/всмотре́ться (в +a),to look closely at,,,
вся́чески,in every way possible,,,
глазо́к,small eye / peephole,,,
голо́вка,small head,g пл головок,,
грамм,gram(me),g pl граммов or (coll) грамм,,
грань (f),"border, verge / facet, edge",,,
дар,gift,nom pl дары,,
дипломати́ческий,diplomatic,,,
диста́нция,distance,,,
доверя́ть/дове́рить (+d),to trust (s.o.) / (+a +d) entrust (sth to s.o.),"i доверяю, доверяешь",,
донско́й,(of the river) Don,,,
дра́ма,drama,,,
жени́х,fiancé,g sg жениха,,
жило́й,"dwelling (adj), residential","жилая площадь living space, accommodation",,
завора́чивать/заверну́ть (+а),to wrap / (за +а) turn (a corner),p Она завернула за угол She turned the corner,,
заключённый,"(as noun) prisoner, convict",,,
заслу́живать/заслужи́ть,"to merit, achieve by merit, deserve","p заслужу, заслужишь",,
затя́гивать/затяну́ть,to tighten,"p затяну, затянешь",,
звёздочка,small star / asterisk,g pl звёздочек,,
идеологи́ческий,ideological,,,
индустри́я,industry,,,
инстру́кция,instructions,,,
карье́ра,career,,,
князь (m),prince,nom pl князья,,
ковш,"scoop, ladle",g sg ковша,,
команди́рский,commander’s,,,
ко́нкурс,competition,,,
кот,tomcat,g sg кота,,
ликвиди́ровать (i/p),to liquidate,ликвидирую,,
метро́ (indecl),"metro, underground",,,
мра́мор,marble,,,
му́жественный,"manly, courageous",,,
наверняка́,"for sure / safely, without taking risks",,,
надо́лго,for a long time,,,
насме́шливо,"mockingly, sarcastically",,,
на́сыпь (f),embankment,,,
нача́льный,"initial, primary",,,
не́дра (pl),"depths, bowels (of the earth)",g pl недр,,
неприя́тно,(it’s) unpleasant / unpleasantly,,,
ня́ня,nurse,g pl нянь,,
обуче́ние (+d),teaching (of sth) / training (in sth),обучение грамоте teaching of literacy,,
обходи́ть/обойти́ (+a),to go round / avoid,"i обхожу, обходишь / p обойду, обойдёшь, past обошёл, обошла",,
опа́здывать/опозда́ть (на +a),to be late (for),,,
ороси́тельный,irrigation (adj),,,
отлича́ть/отличи́ть (+a),to distinguish,,,
па́спорт,passport,nom pl паспорта,,
па́чка,"packet, pack",g pl пачек,,
па́шня,ploughed field,g pl пашен,,
пёс,dog (coll),g sg пса,,
пла́новый,"planned, planning",,,
пло́скость (f),flatness / plane (surface),,,
по-ва́шему,in your opinion / as you want,Пусть будет по-вашему Have it your own way,,
подборо́док,chin,,,
подво́да,cart,,,
кла́няться/поклони́ться,to bow,"i кланяюсь / p поклонюсь, поклонишься",,
попере́чный,transverse,,,
популя́рный,popular,,,
после́довательно,consistently,,,
посме́иваться (i),to chuckle,,,
предусма́тривать/предусмотре́ть,"to envisage, stipulate, foresee","p предусмотрю, предусмотришь",,
преобразова́ние,transformation / reform,,,
протестова́ть/за- (про́тив +g),to protest (against),i протестую,,
противополо́жный,opposite / contrary,,,
радиоста́нция,radio station,,,
разделе́ние,division,,,
размышля́ть/размы́слить (о +pr),to ponder (on),i размышляю,,
рай,paradise,pr sg в раю,,
расширя́ть/расши́рить (+a),"to broaden, expand",i расширяю,,
ре́дкость (f),rarity,,,
родня́,relatives,,,
руче́й,"brook, stream","g sg ручья, g pl ручьёв",,
своди́ться/свести́сь (к +d),to reduce (to),i сводится,,
серебро́,silver,,,
ска́зываться/сказа́ться,to have an effect (на +pr) on / proclaim oneself,p скажется,,
сле́сарь (m),"metal worker, fitter",nom pl слесаря,,
сменя́ть/смени́ть (+a),"to replace, change","i сменяю / p сменю, сменишь",,
сни́ться/при-,"to appear in a dream, see in a dream","i Мне снилось, что ... I dreamt that… / p Она мне приснилась I dreamt about her",,
ссы́лка,internal exile (inside Russia),,,
сосе́дство,vicinity,жить по соседству to live nearby,,
сосна́,pine-tree,"nom pl сосны, g pl сосен",,
стесня́ться/по-,to be shy,i стесняюсь / He стесняйся Don’t be shy,,
суде́бный,"judicial, legal",,,
торжество́,celebration / triumph,,,
угнете́ние,oppression,,,
угова́ривать/уговори́ть (+a),"to persuade, urge",,,
узо́р,pattern,,,
украи́нский,Ukrainian,,,
уника́льный,unique,,,
уставля́ться/уста́виться (в +a),"to fix one’s gaze (on), stare (at)","p уставлюсь, уставишься",,
усто́йчивый,stable,,,
чи́сленность (f),"total number, quantity",,,
ша́рик,(small) ball,,,
экспериме́нт,experiment,,,
энергети́ческий,"power, energy (adj)",энергетические ресурсы energy resources,,
э́такий,such (= такой) (coll),,,
япо́нец,Japanese man,,,
ве́сить (i),to weigh (intrans),"i вешу, весишь / Сколько это весит? How much does this weigh?",,
жи́дкий,"liquid / thin, feeble",,,
ма́тушка,mother (coll),,,
пара́дный,ceremonial / main,парадная дверь front door,,
построе́ние,construction,,,
разбо́йник,brigand,,,
ребяти́шки,"children, kids (coll)",g pl ребятишек,,
ста́туя,statue,,,
тра́кторный,tractor (adj),,,
азиа́тский,Asian (adj),,,
анса́мбль (m),ensemble,,,
близне́ц,twin,g sg близнеца,,
владе́ние,"possession, ownership",,,
земледeлец,"farmer, peasant farmer",g sg земледельца,,
бровь (f),eyebrow / brow,g pl бровей,,
пра́вящий,ruling (adj),правящая верхушка ruling clique,,
расположе́ние,arrangement / location / liking / inclination,,,
рельс,rail,сойти с рельсов to go off the rails,,
рефо́рма,reform,,,
речно́й,river (adj),,,
руль (m),steering-wheel / helm,g sg руля,,
степно́й,steppe (adj),,,
сыно́к,sonny (form of address),,,
теплота́,warmth,,,
тре́ние,friction,,,
ту́ндра,tundra (treeless northern wastes),,,
установле́ние,establishment,,,
языково́й,linguistic,,,
я́ркость (f),brightness,,,
амба́р,barn / storehouse,,,
аспира́нт,postgraduate (noun),,,
ба́бий,women’s (coll / sexist),"f бабья, n бабье",,
беспло́дный,barren / fruitless,,,
ворча́ть (i),to grumble / growl,"ворчу, ворчишь",,
диа́метр,diameter,,,
дореволюцио́нный,pre-revolutionary,,,
ка́торга,"hard labour, penal servitude",,,
ко́мпас,compass,,,
лече́ние,"healing, treatment",,,
мерза́вец,scoundrel (coll),,,
на́бережная (f) (adj),embankment / sea-front,,,
накопле́ние,accumulation,,,
огля́дывать/огляну́ть (+a),"to inspect, look over",,,
парадо́кс,paradox,,,
вида́ть/по- (+a),to see (coll),no pres,,
приподнима́ть/приподня́ть (+a),to raise slightly,"p приподниму, приподнимешь, past приподнял, приподняла, приподняло",,
разоре́ние,"ruin, devastation",,,
исполко́м,executive committee,,,
бала́нс,balance (econ),,,
стекля́нный,glass (adj),,,
старшина́ (m),sergeant-major / leader,nom pl старшины,,
полко́вник,colonel,,,
гли́на,clay,,,
производи́тельный,productive,,,
гимна́зия,"grammar school, high school",,,
пу́говица,button,,,
комбина́т,"combine, industrial complex",,,
сунду́к,"trunk, chest",су́ндук / g sg сундука́,,
ме́льница,mill,,,
трактори́ст,tractor driver,,,
буке́т,bouquet,,,
око́п,trench,,,
сезо́н,season,,,
парово́з,"locomotive, steam engine",,,
юбиле́йный,anniversary (adj),,,
ось (f),axis / axle,g pl осей,,
аресто́ванный,"arrested, person arrested",,,
ва́ленок,felt boot,g pl валенок,,
животново́дство,stock-raising,,,
стрельба́,shooting,,,
вы́работка,working-out / production,,,
го́нка,race,g pl гонок,,
заводско́й,factory (adj),,,
прислу́га,servants,no pl,,
разря́д,discharge / category,первого разряда first class,,
вдова́,widow,nom pl вдовы,,
после́довательный,consistent / successive,,,
психологи́ческий,psychological,,,
пуд,pood (16.38 kg),nom pl пуды,,
цили́ндр,cylinder / top hat,,,
францу́з,Frenchman,,,
лейтена́нт,lieutenant,,,
агрега́т,"unit, assembly",,,
кали́тка,"gate, garden gate",nom pl калиток,,
отве́рстие,"opening, aperture",,,
пле́нум,plenary session,,,
ко́мплексный,"complex, consisting of several parts",,,
машини́ст,engine-driver,,,
мама́ша,mother (coll),,,
лу́нный,lunar,,,
приказа́ние,"order, command",,,
благосостоя́ние,"well-being, prosperity",,,
ко́мплекс,complex,,,
ро́та,company (of soldiers),,,
областно́й,"oblast (adj), provincial",,,
офице́рский,officer’s,,,
нового́дний,new year (adj),,,
ве́домство,department (of government),,,
компози́тор,composer,,,
констру́ктор,"constructor, designer",,,
пиани́но (indecl),(upright) piano,(indecl),,
воробе́й,sparrow,"g sg воробья, g pl воробьёв",,
плака́т,poster,,,
про́бка,cork / plug / fuse / traffic jam,g pl пробок,,
производи́ться/произвести́сь,to be produced,i производится,,
благополу́чно,"safely, well",,,
ка́чественный,qualitative / good quality,,,
косми́ческий,(outer) space,космический корабль spaceship,,
пучо́к,bundle / bun (hairdo),,,
себесто́имость (f),"cost, cost price",,,
разложе́ние,"decomposition, disintegration",,,
револьве́р,revolver,,,
ток,electric current,,,
фе́рма,farm,,,
ша́хта,"mine, pit",,,
нару́жный,"outer, external",,,
бра́тство,brotherhood,,,
деле́ние,division,,,
ликвида́ция,"liquidation, elimination",,,
изготовля́ть/изгото́вить (+a),to manufacture,"i изготовляю / p изготовлю, изготовишь",,
пла́вание,swimming / sailing,,,
се́ни (pl),entrance hall (of peasant hut),g pl сеней,,
сена́тор,senator,,,
перви́чный,primary,,,
ша́шка,"sabre / (pl) draughts, checkers (board game)",g pl шашек,,
оболо́чка,"cover, envelope",g pl оболочек,,
пого́н,shoulder-strap,,,
посе́в,sowing,,,
снабже́ние,"supply, supplying",,,
госпо́дствующий,"ruling, predominant",,,
кома́ндующий (+inst),(as noun) commander (of),командующий армией commander of the army,,
по́льский,Polish (adj),,,
гру́ша,pear,,,
жи́ла,vein,,,
ста́до,herd,,,
ба́рыня,lady,,,
водяно́й,"water (adj), aquatic, water-powered",водяная мельница watermill,,
идио́т,idiot,,,
интеллиге́нт,member of intelligentsia / professional / intellectual,,,
кла́дбище,cemetery,,,
нагиба́ться/нагну́ться,to bend down,,,
грузи́ть/по- (+a),to load,"i гружу, грузишь / за-/по- р / p погружу́, погру́зишь",,
погружа́ть/погрузи́ть,to immerse,"p погружу́, погрузи́шь",,
смесь (f),mixture,,,
у́личный,street (adj),,,
впредь,"henceforth, in future",,,
свёрток,"package, bundle",,,
содержа́ться (i),to be maintained / be contained,"i содержусь, содержишься",,
равнове́сие,"balance, equilibrium",,,
ха́та,peasant house,,,
экипа́ж,carriage / crew,,,
овра́г,"ravine, gully",,,
фура́жка,peaked cap,g pl фуражек,,
бу́хта,bay,,,
козёл,goat,g sg козла,,
я́корь (m),anchor,nom pl якоря,,
комба́йн,combine harvester,,,
са́ни (pl),sledge,g pl саней,,
импера́тор,emperor,,,
поля́рный,polar,,,
роя́ль (m),(grand) piano,,,
земледе́лие,agriculture,,,
до́лжный,"due, proper",должным образом properly,,
песча́ный,sandy,,,
пехо́та,infantry,,,
зали́в,bay,,,
путёвка,voucher for travel and accommodation,g pl путёвок,,
сплоче́ние,"uniting, strengthening",,,
выпускни́к,final-year student / graduate / school-leaver,g sg выпускника,,
механиза́ция,mechanization,,,
механиза́тор,mechanization expert / machine servicer,,,
го́спиталь (m),(military) hospital,,,
конгре́сс,congress,,,
ру́бка,felling / chopping / deck cabin,g pl рубок,,
огуре́ц,cucumber,,,
посо́л,ambassador,,,
ветера́н,veteran,,,
во́инский,military,,,
порошо́к,powder,,,
удобре́ние,fertilizer / fertilizing,,,
аппарату́ра,apparatus,,,
ба́тька (m),"dad, father (coll)",,,
паренёк,lad (coll),g sg паренька,,
декре́т,decree,в декрете (coll) on maternity leave,,
плоти́на,dam,,,
проговори́ть (р),to say,,,
ранг,rank,,,
безу́мие,madness,,,
бессме́ртие,immortality,,,
це́нтнер,"100 kilogrammes, centner",,,
идеоло́гия,ideology,,,
ядро́,nucleus / ball,"nom pl ядра, g pl ядер",,
пита́тельный,nourishing,,,
корма́,stern (of ship),,,
окра́ска,colouring,,,
архитекту́ра,architecture,,,
зри́тельный,visual,,,
турни́р,tournament,,,
прича́л,mooring,,,
тра́тить/по- (+a),to spend,"i трачу, тратишь / по-/ис- р",,
шторм,gale,,,
корешо́к,"back (of bookbinding) / small root / counterfoil / (coll) pal, mate",,,
ми́на,"mine, shell (mil)",,,
рю́мка,wineglass,g pl рюмок,,
крючо́к,hook,,,
хи́мик,chemist,,,
ва́за,vase,,,
заро́дыш,foetus / embryo,,,
сотру́дничество,collaboration,,,
жи́дкость (f),liquid,,,
фи́зик,physicist,,,
спортсме́н,sportsman,,,
архитекту́рный,architectural,,,
покро́в,"cover, shroud",снежный покров blanket of snow,,
колле́кция,collection,,,
миролюби́вый,peace-loving,,,
пле́нный (m) (adj),captive,,,
теплохо́д,"motor-vessel, motor-ship",,,
алма́зный,diamond (adj),,,
ко́смос,"cosmos, space",,,
скоростно́й,"high-speed, express",,,
автоматиза́ция,automation,,,
вулка́н,volcano,,,
вы́ше,"higher, above",,,
ста́рец,elder,,,
адмира́л,admiral,,,
охлажде́ние,cooling,,,
социали́ст,socialist,,,
ми́нус,minus / disadvantage,,,
ви́дение,vision,,,
лы́жи (pl),skis,g pl лыж,,
сбо́рный,"collapsible, prefabricated / mixed, combined (team)",,,
кислоро́д,oxygen,,,
пеще́ра,cave,,,
общечелове́ческий,"universal, of all mankind",,,
каю́та,cabin (ship),,,
пузырёк,bubble / phial,,,
равни́на,plain,,,
девча́та (pl),girls (coll),"no sg, g pl девчат",,
продолжи́тельный,prolonged,,,
водохрани́лище,reservoir,,,
возде́йствие,"influence, pressure",,,
запове́дник,"reserve, nature-reserve",,,
чемпиона́т,championship,,,
серди́тый,angry,,,
тулу́п,sheepskin coat,,,
акти́вность (f),activity,,,
анализи́ровать/про- (+a),to analyse,i анализирую,,
аплоди́ровать/за- (+d),to applaud (s.o. or sth),аплодирую,,
ассортиме́нт,assortment,,,
бараба́н,drum,,,
боково́й,side (adj),боковой карман side pocket,,
болта́ть/по-,"to shake, stir / (coll) chatter",,,
вари́ть/за- (+a),"to boil, cook by boiling","i варю, варишь",,
влия́ть/по- (на +a),to influence,"i влияю, влияешь",,
влюблённый (в +a),in love (with),,,
внима́тельный (к),"attentive, considerate (to)",,,
води́тель (m),driver,,,
води́ть/по- (+a),"to lead, (p) to lead about","i вожу, водишь",,
возвраща́ться/возврати́ться,to return,"p возвращусь, возвратишься",,
возраста́ющий,"growing, increasing",,,
вполго́лоса,in an undertone,,,
выража́ться/вы́разиться,to express os / (coll) swear,"p выражусь, выразишься",,
гре́шный,sinful,,,
да́ча,"dacha, holiday cottage",Они на даче They’re at their country cottage,,
двойно́й,"double, twofold",двойной подбородок double chin,,
диск,disk / discus,,,
днём,by day / in the afternoon,,,
доброво́лец,volunteer,g sg добровольца,,
дога́дка,"guess, conjecture",g pl догадок,,
допро́с,interrogation,,,
древе́сный,wood (adj),,,
жи́вопись (f),"painting, paintings",no pl,,
заверша́ть/заверши́ть (+a),to complete,,,
зама́нчивый,tempting,,,
за́росль (f),thicket,,,
заря́д,"charge, cartridge",,,
здравоохране́ние,"healthcare, health service",,,
казнь (f),execution,,,
капита́льный,"main, most important",,,
карто́фель (m),potatoes,no pl,,
кирпи́чный,brick (adj),,,
клад,treasure,,,
компью́тер,computer,,,
ко́нный,"horse (adj), equestrian",,,
кори́чневый,brown,,,
ку́пол,cupola,nom pl купола,,
ла́вочка,small shop / small bench,g pl лавочек,,
